model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.97,0.0,0.03,0.0
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.09,0.0,0.91,0.0
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.17,0.4,0.43,0.01
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.87,0.0,0.13,0.01
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.0,0.08,0.0
Llama-3.1-8B-conflict,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.18,0.82,0.0
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.95,0.04,0.01
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.52,0.0,0.48,0.0
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.0,0.08,0.0
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.07,0.0,0.93,0.01
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.01,0.83,0.16,0.0
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.41,0.0,0.59,0.01
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.84,0.06,0.1,0.0
Llama-3.1-8B-conflict,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.2,0.8,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.7,0.03,0.27,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.89,0.0,0.11,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.97,0.0,0.03,0.01
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.16,0.0,0.84,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.82,0.01,0.17,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.98,0.0,0.02,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.0,0.08,0.0
Llama-3.1-8B-conflict,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.02,0.02,0.96,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.87,0.12,0.01
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.49,0.0,0.51,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.98,0.0,0.02,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.06,0.01,0.93,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.82,0.14,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.51,0.0,0.49,0.01
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.86,0.02,0.12,0.0
Llama-3.1-8B-conflict,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.23,0.76,0.0
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.17,0.49,0.34,0.02
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.81,0.0,0.19,0.02
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.96,0.01,0.03,0.01
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.1,0.0,0.9,0.01
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.08,0.65,0.27,0.0
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.88,0.0,0.12,0.01
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.94,0.01,0.05,0.02
Llama-3.1-8B-conflict,marked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.18,0.81,0.01
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.37,0.29,0.34,0.02
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.75,0.0,0.25,0.07
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.07,0.04,0.09
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.04,0.04,0.92,0.05
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.22,0.47,0.31,0.0
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.87,0.0,0.13,0.03
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.82,0.07,0.11,0.02
Llama-3.1-8B-conflict,marked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.02,0.25,0.73,0.02
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.45,0.28,0.27,0.12
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.78,0.0,0.22,0.21
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.05,0.06,0.11
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.08,0.01,0.91,0.1
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.08,0.63,0.29,0.03
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.86,0.0,0.14,0.07
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.06,0.06,0.01
Llama-3.1-8B-conflict,marked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.02,0.33,0.65,0.01
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.53,0.15,0.32,0.21
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.61,0.0,0.39,0.23
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.73,0.14,0.13,0.14
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.03,0.11,0.86,0.24
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.31,0.38,0.31,0.02
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.9,0.0,0.1,0.06
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.86,0.04,0.1,0.05
Llama-3.1-8B-conflict,marked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.06,0.37,0.57,0.04
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.82,0.18,0.01
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions,word_length_conflict: 300_50,0.66,0.0,0.34,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.08,0.01,0.91,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.02,0.74,0.24,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.27,0.0,0.73,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.78,0.07,0.15,0.0
Llama-3.1-8B-conflict,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.49,0.5,0.0
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.09,0.69,0.22,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.83,0.0,0.17,0.02
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.96,0.0,0.04,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.1,0.0,0.9,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.18,0.5,0.32,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.83,0.0,0.17,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.92,0.01,0.07,0.01
Llama-3.1-8B-conflict,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.17,0.83,0.02
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.16,0.62,0.22,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.81,0.0,0.19,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.98,0.0,0.02,0.02
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.15,0.0,0.85,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.17,0.45,0.38,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.85,0.0,0.15,0.01
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.01,0.1,0.0
Llama-3.1-8B-conflict,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.26,0.73,0.02
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.11,0.57,0.32,0.11
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.81,0.0,0.19,0.14
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.99,0.0,0.01,0.09
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.1,0.0,0.9,0.08
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.14,0.5,0.36,0.03
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.86,0.0,0.14,0.02
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.94,0.01,0.05,0.03
Llama-3.1-8B-conflict,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.2,0.8,0.01
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.15,0.47,0.38,0.08
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.8,0.01,0.19,0.15
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.98,0.0,0.02,0.13
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.13,0.0,0.87,0.08
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.17,0.42,0.41,0.03
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.83,0.0,0.17,0.01
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.89,0.02,0.09,0.01
Llama-3.1-8B-conflict,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.2,0.79,0.03
Llama-3.1-8B,baseline_all_user,conflicting_instructions,case_conflict,0.01,0.78,0.21,0.36
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.01,0.76,0.23,0.02
Llama-3.1-8B,baseline_all_user,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.64,0.08,0.28,0.11
Llama-3.1-8B,baseline_all_user,conflicting_instructions,language_conflict: en_fr,0.22,0.63,0.15,0.8
Llama-3.1-8B,baseline_all_user,conflicting_instructions,num_sentence_conflict: 10_5,0.28,0.22,0.5,0.0
Llama-3.1-8B,baseline_all_user,conflicting_instructions,word_length_conflict: 300_50,0.16,0.02,0.82,0.03
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,case_conflict,0.46,0.06,0.48,0.77
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.56,0.36,0.16
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.05,0.77,0.18,0.2
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,language_conflict: en_fr,0.68,0.19,0.13,0.75
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.74,0.18,0.06
Llama-3.1-8B,baseline_all_user,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.71,0.28,0.08
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,case_conflict,0.04,0.59,0.37,0.24
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.09,0.71,0.2,0.07
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.56,0.15,0.29,0.07
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,language_conflict: en_fr,0.22,0.6,0.18,0.59
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.6,0.04,0.36,0.05
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.77,0.02,0.21,0.08
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,case_conflict,0.46,0.1,0.44,0.69
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.23,0.55,0.22,0.18
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.24,0.44,0.32,0.09
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.5,0.15,0.35,0.3
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.03,0.82,0.15,0.13
Llama-3.1-8B,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.96,0.04,0.05
Llama-3.1-8B,basic_separation,conflicting_instructions,case_conflict,0.0,0.83,0.17,0.04
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.9,0.08,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.47,0.48,0.01
Llama-3.1-8B,basic_separation,conflicting_instructions,language_conflict: en_fr,0.02,0.91,0.07,0.57
Llama-3.1-8B,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.08,0.7,0.22,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.33,0.67,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,case_conflict,0.25,0.25,0.5,0.83
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.02,0.71,0.27,0.0
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.81,0.15,0.04
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.24,0.64,0.12,0.32
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.77,0.14,0.03
Llama-3.1-8B,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.92,0.08,0.07
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,case_conflict,0.0,0.75,0.25,0.14
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.89,0.11,0.1
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.01,0.54,0.45,0.08
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.21,0.58,0.21,0.65
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.11,0.5,0.39,0.07
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.12,0.11,0.77,0.01
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.34,0.11,0.55,0.8
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.05,0.6,0.35,0.06
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.12,0.69,0.19,0.12
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.29,0.45,0.26,0.5
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.88,0.07,0.16
Llama-3.1-8B,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.98,0.02,0.08
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,case_conflict,0.32,0.0,0.68,0.18
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.91,0.03,0.06,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.94,0.0,0.06,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.83,0.09,0.08,0.06
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.96,0.0,0.04,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.76,0.0,0.24,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.9,0.0,0.1,0.0
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,0.81,0.1,0.09,0.22
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.75,0.05,0.2,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.52,0.01,0.47,0.01
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.27,0.0,0.73,0.24
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.9,0.02,0.08,0.03
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.96,0.03,0.01,0.07
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.07
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.93,0.03,0.04,0.13
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.97,0.0,0.03,0.08
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.78,0.0,0.22,0.02
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.01,0.06,0.05
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.8,0.0,0.2,0.07
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.63,0.11,0.26,0.26
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.58,0.14,0.28,0.0
Llama-3.1-8B,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.22,0.02,0.76,0.0
Llama-3.1-8B,emphasized_separation,conflicting_instructions,case_conflict,0.02,0.77,0.21,0.2
Llama-3.1-8B,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.96,0.04,0.02
Llama-3.1-8B,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.01,0.53,0.46,0.02
Llama-3.1-8B,emphasized_separation,conflicting_instructions,language_conflict: en_fr,0.07,0.86,0.07,0.83
Llama-3.1-8B,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.03,0.66,0.31,0.0
Llama-3.1-8B,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.27,0.73,0.0
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,case_conflict,0.45,0.14,0.41,0.86
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.06,0.65,0.29,0.06
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.09,0.68,0.23,0.09
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.39,0.52,0.09,0.47
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.71,0.2,0.03
Llama-3.1-8B,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.09,0.62,0.29,0.11
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,case_conflict,0.04,0.68,0.28,0.24
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.02,0.85,0.13,0.08
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.08,0.49,0.43,0.13
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.32,0.51,0.17,0.88
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.11,0.39,0.5,0.02
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.11,0.1,0.79,0.09
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.49,0.07,0.44,0.85
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.17,0.53,0.3,0.11
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.17,0.66,0.17,0.2
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.54,0.24,0.22,0.6
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.06,0.8,0.14,0.2
Llama-3.1-8B,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.07,0.73,0.2,0.18
Llama-3.1-8B,marked_system_basic,conflicting_instructions,case_conflict,0.16,0.07,0.77,0.88
Llama-3.1-8B,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.32,0.47,0.21,0.44
Llama-3.1-8B,marked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.78,0.06,0.16,0.58
Llama-3.1-8B,marked_system_basic,conflicting_instructions,language_conflict: en_fr,0.51,0.19,0.3,0.88
Llama-3.1-8B,marked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.5,0.22,0.28,0.48
Llama-3.1-8B,marked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.58,0.11,0.31,0.64
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,case_conflict,0.4,0.02,0.58,0.81
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.1,0.69,0.21,0.47
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.21,0.65,0.14,0.64
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.53,0.19,0.28,0.83
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.26,0.32,0.42,0.48
Llama-3.1-8B,marked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.11,0.64,0.25,0.57
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,case_conflict,0.01,0.56,0.43,0.39
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.07,0.7,0.23,0.09
